_elapsed,_wall,contact_count,elapsed_s,state
0.201684,1788747473.140848,0,15.707048557000235,IDLE
0.303054,1788747473.242218,0,15.808477958000367,IDLE
0.404313,1788747473.343476,0,15.909953803999088,IDLE
0.505933,1788747473.445097,0,16.011405315999582,IDLE
0.607168,1788747473.546331,0,16.112824568999713,IDLE
0.708651,1788747473.647815,0,16.214281710999785,IDLE
0.810055,1788747473.749218,0,16.315699370999937,IDLE
0.911499,1788747473.850663,0,16.4171576789995,IDLE
1.013220,1788747473.952384,0,16.518548357998952,IDLE
1.114347,1788747474.053510,0,16.619931646999248,IDLE
1.215648,1788747474.154812,0,16.721301141000367,IDLE
1.317340,1788747474.256504,0,16.8226726339999,IDLE
1.418682,1788747474.357846,0,16.92401249700015,IDLE
1.520187,1788747474.459351,0,17.02541747199939,IDLE
1.621256,1788747474.560420,0,17.12682581700028,IDLE
1.722680,1788747474.661844,0,17.228235366999797,IDLE
1.823969,1788747474.763132,0,17.329602674999478,IDLE
1.925308,1788747474.864471,0,17.4309530190003,IDLE
2.027330,1788747474.966493,0,17.532513365998966,IDLE
2.129263,1788747475.068427,0,17.63416052699904,IDLE
2.230048,1788747475.169212,0,17.735674096000366,IDLE
2.332128,1788747475.271292,0,17.837177608000275,IDLE
2.433682,1788747475.372846,0,17.938520861000143,IDLE
2.534198,1788747475.473361,0,18.039876335000372,IDLE
2.635656,1788747475.574819,0,18.14124514300056,IDLE
2.737027,1788747475.676191,0,18.242623914000433,IDLE
2.838431,1788747475.777595,0,18.344025944999885,IDLE
2.939829,1788747475.878993,0,18.44539675299893,IDLE
3.041605,1788747475.980769,0,18.54717771200012,IDLE
3.143457,1788747476.082621,0,18.648964893000084,IDLE
3.245325,1788747476.184488,0,18.750801592999778,IDLE
3.347090,1788747476.286253,0,18.8525962549993,IDLE
3.448924,1788747476.388088,0,18.954431158999796,IDLE
3.550753,1788747476.489917,0,19.05623185799959,IDLE
3.652480,1788747476.591644,0,19.15804911399937,IDLE
3.754339,1788747476.693503,0,19.259840979999353,IDLE
3.856207,1788747476.795371,0,19.361633790998894,IDLE
3.957912,1788747476.897076,0,19.463438582999515,IDLE
4.059767,1788747476.998931,0,19.565220467999097,IDLE
4.162148,1788747477.101312,0,19.667038667999805,IDLE
4.263386,1788747477.202550,0,19.768900552999185,IDLE
4.365213,1788747477.304377,0,19.870824937999714,IDLE
4.467135,1788747477.406299,0,19.972686064998925,IDLE
4.569048,1788747477.508212,0,20.074578060999556,IDLE
4.670930,1788747477.610094,0,20.176469686999553,IDLE
4.772793,1788747477.711957,0,20.27835523899921,IDLE
4.874632,1788747477.813796,0,20.380209142998865,IDLE
4.976540,1788747477.915704,0,20.482094824999876,IDLE
5.078432,1788747478.017596,0,20.583988043999852,IDLE
5.180320,1788747478.119483,0,20.685893113999555,IDLE
5.282179,1788747478.221342,0,20.787736165999377,IDLE
5.384093,1788747478.323257,0,20.889624736999394,IDLE
5.485877,1788747478.425041,0,20.991476917999535,IDLE
5.587754,1788747478.526917,0,21.09332861799885,IDLE
5.689594,1788747478.628758,0,21.195197132999965,IDLE
5.791803,1788747478.730967,0,21.297329298000477,IDLE
5.894140,1788747478.833304,0,21.399716927000554,IDLE
5.996275,1788747478.935438,0,21.501635590999285,IDLE
6.098276,1788747479.037439,0,21.603617476999716,IDLE
6.200316,1788747479.139480,0,21.70566928900007,IDLE
6.302340,1788747479.241503,0,21.80768508300025,IDLE
6.404327,1788747479.343490,0,21.90973922900048,IDLE
6.506331,1788747479.445494,0,22.011817763999716,IDLE
6.608279,1788747479.547442,0,22.1139002609998,IDLE
6.710351,1788747479.649515,0,22.215921684999557,IDLE
6.812590,1788747479.751754,0,22.31811105399902,IDLE
6.914658,1788747479.853822,0,22.420274680998773,IDLE
7.016752,1788747479.955916,0,22.522391141999833,IDLE
7.118912,1788747480.058075,0,22.624479566000446,IDLE
7.221000,1788747480.160164,0,22.72656152699892,IDLE
7.323186,1788747480.262349,0,22.828735154998867,IDLE
7.425457,1788747480.364620,0,22.93082782000056,IDLE
7.527560,1788747480.466724,0,23.03292974299984,IDLE
7.629703,1788747480.568867,0,23.135069112000565,IDLE
