_elapsed,_wall,angular.x,angular.y,angular.z,linear.x,linear.y,linear.z
0.200832,1788747473.139996,0.0,0.0,0.0,0.0,0.0,0.0
0.302253,1788747473.241417,0.0,0.0,0.0,0.0,0.0,0.0
0.403743,1788747473.342907,0.0,0.0,0.0,0.0,0.0,0.0
0.505151,1788747473.444315,0.0,0.0,0.0,0.0,0.0,0.0
0.606609,1788747473.545773,0.0,0.0,0.0,0.0,0.0,0.0
0.708030,1788747473.647194,0.0,0.0,0.0,0.0,0.0,0.0
0.809481,1788747473.748645,0.0,0.0,0.0,0.0,0.0,0.0
0.910910,1788747473.850074,0.0,0.0,0.0,0.0,0.0,0.0
1.012826,1788747473.951990,0.0,0.0,0.0,0.0,0.0,0.0
1.113760,1788747474.052924,0.0,0.0,0.0,0.0,0.0,0.0
1.215153,1788747474.154316,0.0,0.0,0.0,0.0,0.0,0.0
1.316515,1788747474.255678,0.0,0.0,0.0,0.0,0.0,0.0
1.418293,1788747474.357456,0.0,0.0,0.0,0.0,0.0,0.0
1.519230,1788747474.458394,0.0,0.0,0.0,0.0,0.0,0.0
1.620634,1788747474.559797,0.0,0.0,0.0,0.0,0.0,0.0
1.722050,1788747474.661214,0.0,0.0,0.0,0.0,0.0,0.0
1.823434,1788747474.762597,0.0,0.0,0.0,0.0,0.0,0.0
1.924808,1788747474.863971,0.0,0.0,0.0,0.0,0.0,0.0
2.026330,1788747474.965494,0.0,0.0,0.0,0.0,0.0,0.0
2.129072,1788747475.068236,0.0,0.0,0.0,0.0,0.0,0.0
2.229532,1788747475.168695,0.0,0.0,0.0,0.0,0.0,0.0
2.331953,1788747475.271117,0.0,0.0,0.0,0.0,0.0,0.0
2.432389,1788747475.371552,0.0,0.0,0.0,0.0,0.0,0.0
2.533712,1788747475.472876,0.0,0.0,0.0,0.0,0.0,0.0
2.635070,1788747475.574233,0.0,0.0,0.0,0.0,0.0,0.0
2.736456,1788747475.675619,0.0,0.0,0.0,0.0,0.0,0.0
2.837851,1788747475.777015,0.0,0.0,0.0,0.0,0.0,0.0
2.939236,1788747475.878400,0.0,0.0,0.0,0.0,0.0,0.0
3.040876,1788747475.980040,0.0,0.0,0.0,0.0,0.0,0.0
3.142667,1788747476.081830,0.0,0.0,0.0,0.0,0.0,0.0
3.244504,1788747476.183668,0.0,0.0,0.0,0.0,0.0,0.0
3.346300,1788747476.285464,0.0,0.0,0.0,0.0,0.0,0.0
3.448105,1788747476.387268,0.0,0.0,0.0,0.0,0.0,0.0
3.549932,1788747476.489096,0.0,0.0,0.0,0.0,0.0,0.0
3.651735,1788747476.590898,0.0,0.0,0.0,0.0,0.0,0.0
3.753549,1788747476.692712,0.0,0.0,0.0,0.0,0.0,0.0
3.855337,1788747476.794500,0.0,0.0,0.0,0.0,0.0,0.0
3.957141,1788747476.896304,0.0,0.0,0.0,0.0,0.0,0.0
4.058931,1788747476.998095,0.0,0.0,0.0,0.0,0.0,0.0
4.160726,1788747477.099890,0.0,0.0,0.0,0.0,0.0,0.0
4.262607,1788747477.201771,0.0,0.0,0.0,0.0,0.0,0.0
4.364461,1788747477.303625,0.0,0.0,0.0,0.0,0.0,0.0
4.466308,1788747477.405472,0.0,0.0,0.0,0.0,0.0,0.0
4.568212,1788747477.507375,0.0,0.0,0.0,0.0,0.0,0.0
4.670082,1788747477.609245,0.0,0.0,0.0,0.0,0.0,0.0
4.772002,1788747477.711166,0.0,0.0,0.0,0.0,0.0,0.0
4.873858,1788747477.813022,0.0,0.0,0.0,0.0,0.0,0.0
4.975738,1788747477.914902,0.0,0.0,0.0,0.0,0.0,0.0
5.077636,1788747478.016799,0.0,0.0,0.0,0.0,0.0,0.0
5.179493,1788747478.118657,0.0,0.0,0.0,0.0,0.0,0.0
5.281395,1788747478.220558,0.0,0.0,0.0,0.0,0.0,0.0
5.383269,1788747478.322433,0.0,0.0,0.0,0.0,0.0,0.0
5.485116,1788747478.424280,0.0,0.0,0.0,0.0,0.0,0.0
5.586975,1788747478.526138,0.0,0.0,0.0,0.0,0.0,0.0
5.688849,1788747478.628013,0.0,0.0,0.0,0.0,0.0,0.0
5.790983,1788747478.730146,0.0,0.0,0.0,0.0,0.0,0.0
5.893389,1788747478.832552,0.0,0.0,0.0,0.0,0.0,0.0
5.995262,1788747478.934426,0.0,0.0,0.0,0.0,0.0,0.0
6.097273,1788747479.036437,0.0,0.0,0.0,0.0,0.0,0.0
6.199303,1788747479.138466,0.0,0.0,0.0,0.0,0.0,0.0
6.301337,1788747479.240501,0.0,0.0,0.0,0.0,0.0,0.0
6.403365,1788747479.342529,0.0,0.0,0.0,0.0,0.0,0.0
6.505486,1788747479.444649,0.0,0.0,0.0,0.0,0.0,0.0
6.607514,1788747479.546678,0.0,0.0,0.0,0.0,0.0,0.0
6.709553,1788747479.648717,0.0,0.0,0.0,0.0,0.0,0.0
6.811771,1788747479.750934,0.0,0.0,0.0,0.0,0.0,0.0
6.913929,1788747479.853092,0.0,0.0,0.0,0.0,0.0,0.0
7.016025,1788747479.955189,0.0,0.0,0.0,0.0,0.0,0.0
7.118125,1788747480.057288,0.0,0.0,0.0,0.0,0.0,0.0
7.220185,1788747480.159348,0.0,0.0,0.0,0.0,0.0,0.0
7.322309,1788747480.261473,0.0,0.0,0.0,0.0,0.0,0.0
7.424475,1788747480.363639,0.0,0.0,0.0,0.0,0.0,0.0
7.526585,1788747480.465749,0.0,0.0,0.0,0.0,0.0,0.0
7.628714,1788747480.567878,0.0,0.0,0.0,0.0,0.0,0.0
7.730799,1788747480.669963,0.0,0.0,0.0,0.0,0.0,0.0
7.833009,1788747480.772173,0.0,0.0,0.0,0.0,0.0,0.0
7.935177,1788747480.874341,0.0,0.0,0.0,0.0,0.0,0.0
8.037311,1788747480.976475,0.0,0.0,0.0,0.0,0.0,0.0
8.139599,1788747481.078763,0.0,0.0,0.0,0.0,0.0,0.0
8.241589,1788747481.180752,0.0,0.0,0.0,0.0,0.0,0.0
8.343821,1788747481.282984,0.0,0.0,0.0,0.0,0.0,0.0
8.445714,1788747481.384878,0.0,0.0,0.0,0.0,0.0,0.0
8.547557,1788747481.486721,0.0,0.0,0.0,0.0,0.0,0.0
8.649559,1788747481.588723,0.0,0.0,0.0,0.0,0.0,0.0
8.751437,1788747481.690600,0.0,0.0,0.0,0.0,0.0,0.0
8.853400,1788747481.792564,0.0,0.0,0.0,0.0,0.0,0.0
8.955507,1788747481.894671,0.0,0.0,0.0,0.0,0.0,0.0
9.057395,1788747481.996559,0.0,0.0,0.0,0.0,0.0,0.0
9.159324,1788747482.098488,0.0,0.0,0.0,0.0,0.0,0.0
9.261253,1788747482.200417,0.0,0.0,0.0,0.0,0.0,0.0
9.363415,1788747482.302579,0.0,0.0,0.0,0.0,0.0,0.0
9.465304,1788747482.404468,0.0,0.0,0.0,0.0,0.0,0.0
9.567189,1788747482.506352,0.0,0.0,0.0,0.0,0.0,0.0
9.669122,1788747482.608286,0.0,0.0,0.0,0.0,0.0,0.0
9.771021,1788747482.710185,0.0,0.0,0.0,0.0,0.0,0.0
9.872999,1788747482.812163,0.0,0.0,0.0,0.0,0.0,0.0
9.974995,1788747482.914159,0.0,0.0,0.0,0.0,0.0,0.0
10.076973,1788747483.016137,0.0,0.0,0.0,0.0,0.0,0.0
10.178878,1788747483.118041,0.0,0.0,0.0,0.0,0.0,0.0
10.280777,1788747483.219940,0.0,0.0,0.0,0.0,0.0,0.0
10.382745,1788747483.321909,0.0,0.0,0.0,0.0,0.0,0.0
10.485341,1788747483.424504,0.0,0.0,0.0,0.0,0.0,0.0
10.586674,1788747483.525838,0.0,0.0,0.0,0.0,0.0,0.0
10.688647,1788747483.627810,0.0,0.0,0.0,0.0,0.0,0.0
10.791300,1788747483.730464,0.0,0.0,0.0,0.0,0.0,0.0
10.893105,1788747483.832269,0.0,0.0,0.0,0.0,0.0,0.0
10.994880,1788747483.934044,0.0,0.0,0.0,0.0,0.0,0.0
11.097032,1788747484.036195,0.0,0.0,0.0,0.0,0.0,0.0
11.199018,1788747484.138182,0.0,0.0,0.0,0.0,0.0,0.0
11.300945,1788747484.240109,0.0,0.0,0.0,0.0,0.0,0.0
11.402950,1788747484.342114,0.0,0.0,0.0,0.0,0.0,0.0
11.504853,1788747484.444016,0.0,0.0,0.0,0.0,0.0,0.0
11.606723,1788747484.545887,0.0,0.0,0.0,0.0,0.0,0.0
11.708581,1788747484.647745,0.0,0.0,0.0,0.0,0.0,0.0
